"";"CodeLocatie";"Waterloop";"X";"Y";"datum";"Meetnet";"ID";"Habitattype";"SGO";"SBZH";"IDToon";"Regio";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"Waarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"708";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2011-08-01;"monitoringVMM_KRW";"TR306500.1_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"7 - 30.3";"Percentage";NA;"%";"berekend";100;FALSE;0,378205330416666
"709";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2011-08-01;"monitoringVMM_KRW";"TR306500.1_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;TRUE;0,995
"710";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2011-08-01;"monitoringVMM_KRW";"TR306500.1_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"711";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2011-08-01;"monitoringVMM_KRW";"TR306500.1_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"78.9 - 97.3";"Percentage";NA;"%";"berekend";100;FALSE;-0,830171480768926
"712";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2011-08-01;"monitoringVMM_KRW";"TR306500.1_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"713";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2011-08-01;"monitoringVMM_KRW";"TR306500.1_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"714";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2011-08-01;"monitoringVMM_KRW";"TR306500.1_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"7 - 30.3";"Percentage";NA;"%";"berekend";100;FALSE;0,378205330416666
"715";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2011-08-01;"monitoringVMM_KRW";"TR306500.1_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;FALSE;5e-04
"716";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"14.1 - 58";"Percentage";NA;"%";"berekend";100;TRUE;0,485210440594851
"717";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"718";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"719";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"2.3 - 10.7";"Percentage";NA;"%";"berekend";100;TRUE;0,783835344366666
"720";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"721";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"722";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"14.1 - 58";"Percentage";NA;"%";"berekend";100;FALSE;-0,0862181308337208
"723";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"724";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"725";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"2.3 - 10.7";"Percentage";NA;"%";"berekend";100;TRUE;0,783835344366666
"726";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2017-07-03;"monitoringVMM_KRW";"TR306500.1_3/07/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;0
"727";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"77.3 - 100";"Percentage";NA;"%";"berekend";100;FALSE;-0,622116921889133
"728";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"729";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"730";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"4.1 - 11.6";"Percentage";NA;"%";"berekend";100;TRUE;0,738341916666666
"731";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;TRUE;0,995
"732";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"733";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"77.3 - 100";"Percentage";NA;"%";"berekend";100;FALSE;-0,838050109381057
"734";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"735";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"736";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"4.1 - 11.6";"Percentage";NA;"%";"berekend";100;TRUE;0,738341916666666
"737";"TR306500.1";"LOEIJENS NEETJE - GEMEENTELOOP";196022;215583;2008-08-07;"monitoringVMM_KRW";"TR306500.1_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;FALSE;5e-04
"738";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"58.5 - 89.5";"Percentage";NA;"%";"berekend";100;FALSE;-0,133696183657661
"739";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"740";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"741";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"53.4 - 82.2";"Percentage";NA;"%";"berekend";100;FALSE;-0,540395089285714
"742";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;TRUE;0,995
"743";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"744";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"58.5 - 89.5";"Percentage";NA;"%";"berekend";100;FALSE;-0,628726935853283
"745";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"746";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"747";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"53.4 - 82.2";"Percentage";NA;"%";"berekend";100;FALSE;-0,540395089285714
"748";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2011-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2011";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;FALSE;5e-04
"749";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"54.7 - 85.3";"Percentage";NA;"%";"berekend";100;FALSE;-0,000640512856067143
"750";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"751";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"752";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"50 - 75";"Percentage";NA;"%";"berekend";100;FALSE;-0,464464285714286
"753";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;TRUE;0,995
"754";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"755";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"54.7 - 85.3";"Percentage";NA;"%";"berekend";100;FALSE;-0,571703076938314
"756";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"757";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"758";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"50 - 75";"Percentage";NA;"%";"berekend";100;FALSE;-0,464464285714286
"759";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2017-08-01;"monitoringVMM_KRW";"TR306500.2_1/08/2017";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;FALSE;5e-04
"760";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2008-08-07;"monitoringVMM_KRW";"TR306500.2_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"11 - 42";"Percentage";NA;"%";"berekend";100;TRUE;0,620841418186824
"761";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2008-08-07;"monitoringVMM_KRW";"TR306500.2_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"762";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2008-08-07;"monitoringVMM_KRW";"TR306500.2_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"763";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2008-08-07;"monitoringVMM_KRW";"TR306500.2_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"5 - 25.1";"Percentage";NA;"%";"berekend";100;TRUE;0,49875
"764";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2008-08-07;"monitoringVMM_KRW";"TR306500.2_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"765";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2008-08-07;"monitoringVMM_KRW";"TR306500.2_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"766";"TR306500.2";"LOEIJENS NEETJE - GEMEENTELOOP";196737;217195;2008-08-07;"monitoringVMM_KRW";"TR306500.2_7/08/2008";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"11 - 42";"Percentage";NA;"%";"berekend";100;FALSE;0,115296642435923
